image_id,ratio_area,color_min_R,color_max_R,color_mean_R,color_median_R,color_std_R,color_min_G,color_max_G,color_mean_G,color_median_G,color_std_G,color_min_B,color_max_B,color_mean_B,color_median_B,color_std_B,inscribed_circle_radius_norm,symmetry_loss_min,symmetry_angle,symmetry_score,hu_1,eccentricity,glcm_energy,hist_variance,hue_skewness
61,0.016996833333333333,4,211,75.81338804042247,70.0,49.468792216348916,3,193,52.75954861749401,47.0,34.12334585745534,3,240,69.6454774737678,58.0,46.40358539190704,0.19085587573652507,0.26651224177676314,45.0,0.7334877582232369,2.932426020148738,0.7452290698995205,0.41833627357051967,1525.8581748935374,-1.5697014331817627
62,0.0200545,3,193,59.283487414244675,50.0,40.58527954021671,0,182,40.555083839262906,33.0,31.239955930122132,0,208,49.033249075202974,42.0,32.40218066021606,0.22991122370180878,0.179826239438865,-90.0,0.820173760561135,3.010205096141533,0.6156152979311423,0.4532445398167161,1054.788993051553,-0.642657995223999
63,0.013184833333333333,0,255,73.02729584985545,46.0,65.26025597634896,0,255,57.99713107632032,33.0,58.8014985536272,0,255,59.984280952305724,41.0,54.73941857300636,0.21377586456666509,0.2410409078173158,-25.0,0.7589590921826842,2.9967279145431154,0.9156413300604547,0.35019063219656915,3549.117953991773,-0.5465177297592163
64,0.02632075,1,187,67.27391829376955,69.0,44.36803736649573,0,185,50.05980068022581,41.0,35.281272092716115,0,196,55.20883628841701,49.0,35.78120468956724,0.18339416058394162,0.12269387155244205,-10.0,0.877306128447558,3.002740958450076,0.6284005171325413,0.44584798580223367,1346.9296138959467,-0.2622186541557312
65,0.024412833333333335,2,202,59.482511539807,51.0,41.52883177220759,0,177,39.972028019760586,31.0,31.198414169671953,0,225,52.61461907971639,43.0,38.92636809607033,0.2349824145831893,0.20708040730337074,-55.0,0.7929195926966293,3.014385313697166,0.689458680833392,0.3380771632773119,1116.4890055169517,-0.8586284518241882
66,0.024656666666666667,0,255,91.46879799155602,93.0,66.04802845099385,0,255,72.94128241040309,66.0,58.183557681096175,0,255,70.82526807692503,57.0,59.95937969192141,0.1659621372017809,0.13367792569463488,-10.0,0.8663220743053651,2.9691464225944664,0.6891128077701729,0.43833515477828866,3573.0533585919375,0.09105409681797028
67,0.017510333333333333,0,255,110.33758917887636,99.0,59.0988949639364,0,255,89.92173431058394,85.0,54.38161815741662,0,255,88.14003611164637,74.0,55.41401803205841,0.22220670829698877,0.18206380598505734,-85.0,0.8179361940149427,2.880964666229287,0.8040713128274862,0.42888114119052934,3006.1184517766214,0.2389742136001587
68,0.0161465,5,255,109.28634048679302,104.0,59.92384131187835,4,255,92.61970650003354,88.0,54.36693825711967,4,255,84.73385569584983,74.0,52.806380552817046,0.173221332686288,0.29828997016497016,70.0,0.7017100298350298,3.012412253238759,0.5852417282666731,0.32437613055345804,3039.337473319374,0.6413742303848267
69,0.017729,0,232,63.18588110902255,52.0,46.07177165284732,1,253,61.18969689849624,56.0,41.13872396588873,0,255,54.63590930451128,48.0,44.479163687564515,0.2822779004818925,0.1963663754975674,15.0,0.8036336245024326,3.0961766363835577,0.7493630036397787,0.3684109418193679,1662.7625969141254,0.5220398306846619
70,0.015266166666666667,0,255,50.70127686979967,40.0,37.87436883027705,0,255,48.746293420804875,41.0,34.63519778276132,0,255,44.75989444470218,39.0,37.40443742062813,0.323943661971831,0.05361394557823129,-90.0,0.9463860544217687,3.041946632634108,0.8844957882479875,0.21292859472354156,1166.4739115805316,0.35977691411972046
71,0.006874666666666667,6,255,99.34755369747644,93.0,50.06213193304047,4,255,73.5416765124663,66.0,45.85818408112217,0,255,54.461031839801265,44.0,42.75309780692018,0.22142857142857142,0.1896675281954887,-5.0,0.8103324718045113,3.0119476244451517,0.8728512093593378,0.306239582449571,2098.1991253858873,2.6677322387695312
72,0.0073725,7,255,128.6528393778285,137.0,60.8404128350105,0,255,115.85621465255689,123.0,63.48159398691335,0,255,74.54623064188979,70.0,48.48010496552046,0.4571763743524966,0.04026989696879202,-80.0,0.959730103031208,2.898747672114427,0.937466502201694,0.3607253133035801,3516.013343552321,2.5963797569274902
73,0.018310166666666666,5,255,135.72118615725182,142.0,56.91393143481072,0,255,118.4412620552991,125.0,61.89093526052189,0,255,91.79610590234724,87.0,60.60335557766977,0.21827855386024664,0.19205580865603644,-65.0,0.8079441913439636,3.0662954188948364,0.5976744404809466,0.3090668164484279,3499.2099698932093,2.035377025604248
74,0.016965333333333332,6,255,128.2680532364208,130.0,47.535185371235144,3,255,108.82461693350359,108.0,53.568279927744115,1,255,76.27136823494745,69.0,45.67819519572029,0.2021325076067889,0.205894420131291,-30.0,0.794105579868709,3.023658336954382,0.708294477491746,0.28636720730616916,2433.2371880775986,2.5122554302215576
75,0.00476125,12,255,105.57280509237805,90.0,59.65647338740682,6,255,81.67469637220528,67.0,54.4954923266098,2,255,78.61723224356676,65.0,53.322817477621456,0.20005667550223213,0.2318532818532819,65.0,0.7681467181467181,3.0142975920138078,0.8946336304339892,0.2525369145715489,3064.167085343968,0.4408433139324188
76,0.013378,5,255,110.83450210815423,111.0,61.550934456799716,0,255,90.53896192866529,96.0,58.38412123183423,0,255,64.45594673874457,60.0,49.200874387194155,0.36491541181291853,0.043713092323203195,-85.0,0.9562869076767968,3.0392157939919735,0.8697271421023424,0.2392626309169348,3294.509909701074,3.9227755069732666
77,0.007123375,0,255,84.87184943960804,74.0,56.42821907001171,0,255,68.95138007846072,57.0,53.60127642641574,0,255,67.02309387807601,52.0,53.414499604053546,0.18836407052393642,0.21147598769136966,55.0,0.7885240123086303,2.9540128221748567,0.6891888332253214,0.4410982948185955,2883.484931780527,0.3700272738933563
78,0.019386833333333332,0,255,84.16629029035052,72.0,60.52386969847266,1,255,73.17421460540649,55.0,57.563535160220376,0,255,44.35031789653268,30.0,40.840912481437506,0.12300882692690249,0.2542634171304292,-55.0,0.7457365828695708,2.9091091475295223,0.5744508052341458,0.5172148047668998,3082.4640186184174,3.21075177192688
79,0.012790333333333334,4,255,85.32148405313775,86.0,60.53073903939921,3,255,65.13702283985397,59.0,48.83331013044586,0,255,44.017143731823055,26.0,44.89067291229239,0.23802798833602515,0.24088064713064716,-90.0,0.7591193528693528,2.924218590955851,0.8771566064589558,0.4147506869960035,2559.4414351365103,2.8181679248809814
80,0.012707,2,255,76.44859917255125,70.0,57.971700506209416,0,255,59.1492686061226,46.0,49.17763021261228,0,255,43.45138902548568,21.0,48.3883298171599,0.27552252345614964,0.3118583937198067,90.0,0.6881416062801933,2.9679624140709286,0.886151515047068,0.42086147786875094,2524.8006309915045,1.7175027132034302
81,0.015636166666666666,3,255,88.07929185521567,87.0,60.10351915385095,2,255,68.72418544161776,58.0,52.773008803240174,0,255,48.52082167394213,25.0,49.511944702287806,0.25697110023027586,0.14965410813111957,-85.0,0.8503458918688804,2.932075338541945,0.9250217624436181,0.3944875990833234,2841.2234306604228,2.5474355220794678
82,0.04024433333333333,0,255,112.94512054990217,116.0,56.71467510144763,0,255,96.30306317870786,96.0,53.9545820944898,0,243,75.13951076098097,65.0,50.73814094408621,0.12995049504950495,0.1713633723165242,25.0,0.8286366276834758,2.604138080508775,0.901231579202728,0.6486285923840593,2923.160801778292,5.95059871673584
83,0.18745783333333332,1,255,93.76618672415901,66.0,78.55812052530553,0,242,83.50769745396353,54.0,72.62903057561577,0,234,61.499165175644286,40.0,53.19095861501908,0.33304498269896193,0.09121219705048134,-90.0,0.9087878029495187,3.065609488217005,0.874853755180501,0.3742384221054975,5174.293510232754,2.3353731632232666
84,0.015821865720477002,3,255,100.18762159583515,95.0,69.51776435829122,1,243,84.79572314520979,69.0,65.67198048455953,0,255,82.13899155829341,66.0,66.88191897052383,0.2933854396988011,0.2399152542372881,-65.0,0.7600847457627119,3.1065595146355642,0.7906113403723768,0.3123551302590979,4432.495634941706,0.3216829299926758
